order_id,order_date,product_id,quantity,unit_price,discount_pct,city,channel
O105285,2024-08-13 09:00,P001,1,45,0,Jeddah,app
O105286,2024-08-13 21:00,P001,2,45,0,Riyadh,app
O105287,2024-08-13 23:00,P001,2,45,0,Abha,app
O105288,2024-08-13 20:00,P001,1,45,0,Abha,app
O105289,2024-08-13 12:00,P002,2,15,0,Jeddah,app
O105290,2024-08-13 17:00,P002,1,15,0,Riyadh,app
O105291,2024-08-13 20:00,P002,3,15,0,Riyadh,app
O105292,2024-08-13 14:00,P002,1,15,0,Madinah,app
O105293,2024-08-13 16:00,P002,2,15,0,Riyadh,app
O105294,2024-08-13 20:00,P002,2,15,0,Jeddah,app
O105295,2024-08-13 23:00,P002,2,15,0,Riyadh,app
O105296,2024-08-13 16:00,P002,1,15,0,Madinah,app
O105297,2024-08-13 13:00,P002,2,15,0,Jeddah,web
O105298,2024-08-13 18:00,P002,2,15,0,Abha,app
O105299,2024-08-13 16:00,P002,1,15,0,Jeddah,web
O105300,2024-08-13 21:00,P002,1,15,0,Riyadh,web
O105301,2024-08-13 10:00,P003,2,39,0,Jeddah,web
O105302,2024-08-13 14:00,P003,2,39,0,Makkah,app
O105303,2024-08-13 14:00,P003,3,39,0,Jeddah,app
O105304,2024-08-13 13:00,P003,2,39,0,Jeddah,web
O105305,2024-08-13 23:00,P003,2,39,0,Riyadh,app
O105306,2024-08-13 08:00,P003,1,39,0,Riyadh,web
O105307,2024-08-13 14:00,P004,2,59,0,Khobar,app
O105308,2024-08-13 10:00,P004,1,59,0,Makkah,app
O105309,2024-08-13 19:00,P004,3,59,0,Riyadh,app
O105310,2024-08-13 17:00,P004,2,59,0,Jeddah,web
O105311,2024-08-13 13:00,P004,2,59,0,Riyadh,app
O105312,2024-08-13 07:00,P004,1,59,0,Riyadh,app
O105313,2024-08-13 23:00,P005,1,189,0,Jeddah,app
O105314,2024-08-13 18:00,P006,2,149,0,Riyadh,app
O105315,2024-08-13 22:00,P007,2,79,0,Khobar,app
O105316,2024-08-13 13:00,P007,2,79,0,Riyadh,web
O105317,2024-08-13 13:00,P007,1,79,0,Khobar,web
O105318,2024-08-13 22:00,P007,2,79,0,Riyadh,app
O105319,2024-08-13 15:00,P007,2,79,0,Abha,web
O105320,2024-08-13 17:00,P007,1,79,0,Tabuk,app
O105321,2024-08-13 15:00,P007,2,79,0,Jeddah,app
O105322,2024-08-13 23:00,P007,2,79,0,Makkah,web
O105323,2024-08-13 14:00,P007,1,79,10,Riyadh,app
O105324,2024-08-13 21:00,P007,2,79,0,Jeddah,app
O105325,2024-08-13 23:00,P007,1,79,0,Jeddah,web
O105326,2024-08-13 12:00,P008,1,89,0,Riyadh,app
O105327,2024-08-13 18:00,P008,2,89,0,Abha,app
O105328,2024-08-13 21:00,P008,2,89,0,Riyadh,app
O105329,2024-08-13 05:00,P008,2,89,0,Jeddah,web
O105330,2024-08-13 15:00,P009,1,29,10,Abha,web
O105331,2024-08-13 06:00,P009,1,29,0,Jeddah,web
O105332,2024-08-13 14:00,P009,1,29,0,Abha,app
O105333,2024-08-13 18:00,P009,1,29,0,Riyadh,app
O105334,2024-08-13 11:00,P010,1,119,0,Riyadh,app
O105335,2024-08-13 13:00,P010,2,119,0,Jeddah,app
O105336,2024-08-13 18:00,P010,2,119,0,Riyadh,app
O105337,2024-08-13 10:00,P010,1,119,0,Makkah,web
O105338,2024-08-13 16:00,P010,1,119,0,Madinah,web
O105339,2024-08-13 16:00,P010,3,119,0,Tabuk,web
O105340,2024-08-13 17:00,P010,2,119,0,Khobar,web
O105341,2024-08-13 11:00,P011,1,99,0,Tabuk,app
O105342,2024-08-13 18:00,P011,2,99,0,Riyadh,app
O105343,2024-08-13 16:00,P011,1,99,0,Riyadh,app
O105344,2024-08-13 13:00,P011,1,99,10,Dammam,app
O105345,2024-08-13 21:00,P012,1,25,0,Makkah,web
O105346,2024-08-13 13:00,P012,1,25,0,Riyadh,web
O105347,2024-08-13 22:00,P012,2,25,0,Jeddah,web
O105348,2024-08-13 18:00,P013,2,69,0,Riyadh,app
O105349,2024-08-13 18:00,P013,1,69,0,Riyadh,app
O105350,2024-08-13 20:00,P013,1,69,10,Riyadh,app
O105351,2024-08-13 21:00,P013,1,69,0,Khobar,app
O105352,2024-08-13 17:00,P014,2,19,0,Khobar,app
O105353,2024-08-13 16:00,P014,1,19,0,Riyadh,app
O105354,2024-08-13 12:00,P014,2,19,0,Riyadh,web
O105355,2024-08-13 13:00,P014,1,19,0,Riyadh,app
O105356,2024-08-13 14:00,P015,1,129,0,Jeddah,app
O105357,2024-08-13 21:00,P015,2,129,0,Abha,web
O105358,2024-08-13 14:00,P015,1,129,0,Riyadh,web
O105359,2024-08-13 15:00,P016,1,99,0,Riyadh,web
O105360,2024-08-13 22:00,P017,1,59,0,Dammam,app
O105361,2024-08-13 18:00,P017,2,59,0,Jeddah,app
O105362,2024-08-13 11:00,P017,1,59,0,Riyadh,app
O105363,2024-08-13 23:00,P017,1,59,10,Riyadh,app
O105364,2024-08-13 20:00,P018,2,79,0,Abha,app
O105365,2024-08-13 18:00,P018,1,79,0,Jeddah,app
O105366,2024-08-13 19:00,P018,2,79,0,Riyadh,app
O105367,2024-08-13 18:00,P018,3,79,0,Dammam,web
O105368,2024-08-13 19:00,P019,1,45,0,Abha,web
O105369,2024-08-13 15:00,P019,3,45,0,Riyadh,web
O105370,2024-08-13 17:00,P019,1,45,0,Riyadh,web
O105371,2024-08-13 17:00,P019,1,45,0,Riyadh,web
O105372,2024-08-13 12:00,P019,1,45,0,Riyadh,app
O105373,2024-08-13 17:00,P019,1,45,10,Riyadh,web
O105374,2024-08-13 17:00,P020,1,22,0,Khobar,app
O105375,2024-08-13 22:00,P020,1,22,0,Riyadh,app
O105376,2024-08-13 19:00,P020,2,22,0,Makkah,app
O105377,2024-08-13 18:00,P020,1,22,0,Riyadh,app
O105378,2024-08-13 23:00,P020,1,22,0,Jeddah,app
O105379,2024-08-13 08:00,P020,1,22,0,Tabuk,app
O105380,2024-08-13 14:00,P021,1,35,0,Jeddah,app
O105381,2024-08-13 17:00,P021,1,35,0,Tabuk,app
O105382,2024-08-13 18:00,P021,2,35,0,Jeddah,app
O105383,2024-08-13 15:00,P021,2,35,0,Abha,app
O105384,2024-08-13 19:00,P021,3,35,0,Riyadh,app
O105385,2024-08-13 23:00,P021,2,35,0,Jeddah,app
O105386,2024-08-13 14:00,P021,1,35,0,Riyadh,app
O105387,2024-08-13 14:00,P022,1,49,0,Jeddah,app
O105388,2024-08-13 16:00,P022,2,49,0,Riyadh,app
O105389,2024-08-13 13:00,P022,1,49,0,Jeddah,app
O105390,2024-08-13 18:00,P022,1,49,0,Jeddah,web
O105391,2024-08-13 12:00,P022,2,49,0,Dammam,app
O105392,2024-08-13 16:00,P022,1,49,0,Abha,web
O105393,2024-08-13 20:00,P023,2,18,0,Riyadh,web
O105394,2024-08-13 17:00,P023,2,18,0,Riyadh,app
O105395,2024-08-13 13:00,P023,2,18,0,Abha,app
O105396,2024-08-13 14:00,P023,1,18,0,Abha,app
O105397,2024-08-13 19:00,P024,1,85,0,Khobar,web
O105398,2024-08-13 20:00,P024,2,85,0,Riyadh,web
O105399,2024-08-13 15:00,P024,2,85,0,Dammam,app
O105400,2024-08-13 18:00,P024,1,85,0,Dammam,app
O105401,2024-08-13 15:00,P024,2,85,0,Riyadh,app
O105402,2024-08-14 19:00,P001,1,45,0,Jeddah,web
O105403,2024-08-14 14:00,P001,1,45,0,Abha,web
O105404,2024-08-14 14:00,P001,1,45,0,Madinah,app
O105405,2024-08-14 19:00,P001,1,45,0,Jeddah,app
O105406,2024-08-14 21:00,P002,2,15,0,Riyadh,app
O105407,2024-08-14 14:00,P002,1,15,0,Riyadh,web
O105408,2024-08-14 22:00,P002,2,15,0,Riyadh,app
O105409,2024-08-14 17:00,P002,1,15,0,Makkah,app
O105410,2024-08-14 23:00,P002,1,15,0,Madinah,app
O105411,2024-08-14 12:00,P002,1,15,0,Madinah,app
O105412,2024-08-14 23:00,P003,2,39,0,Riyadh,app
O105413,2024-08-14 19:00,P003,1,39,0,Dammam,app
O105414,2024-08-14 15:00,P003,2,39,0,Riyadh,app
O105415,2024-08-14 23:00,P003,1,39,0,Jeddah,app
O105416,2024-08-14 13:00,P003,1,39,0,Riyadh,app
O105417,2024-08-14 18:00,P003,1,39,0,Jeddah,web
O105418,2024-08-14 12:00,P003,3,39,0,Khobar,web
O105419,2024-08-14 21:00,P003,2,39,0,Makkah,app
O105420,2024-08-14 22:00,P004,2,59,0,Khobar,web
O105421,2024-08-14 10:00,P004,1,59,0,Abha,app
O105422,2024-08-14 08:00,P005,1,189,0,Dammam,web
O105423,2024-08-14 16:00,P005,1,189,0,Riyadh,app
O105424,2024-08-14 11:00,P005,1,189,0,Riyadh,app
O105425,2024-08-14 14:00,P005,1,189,0,Madinah,app
O105426,2024-08-14 18:00,P006,1,149,0,Jeddah,app
O105427,2024-08-14 15:00,P006,2,149,0,Madinah,web
O105428,2024-08-14 15:00,P006,2,149,0,Madinah,web
O105429,2024-08-14 14:00,P006,1,149,0,Riyadh,app
O105430,2024-08-14 15:00,P007,1,79,0,Jeddah,web
O105431,2024-08-14 17:00,P007,2,79,0,Jeddah,app
O105432,2024-08-14 15:00,P008,1,89,0,Jeddah,app
O105433,2024-08-14 16:00,P009,1,29,0,Riyadh,web
O105434,2024-08-14 23:00,P009,2,29,0,Riyadh,app
O105435,2024-08-14 18:00,P009,1,29,0,Riyadh,app
O105436,2024-08-14 09:00,P009,2,29,0,Abha,web
O105437,2024-08-14 10:00,P009,3,29,0,Abha,web
O105438,2024-08-14 21:00,P009,2,29,0,Riyadh,app
O105439,2024-08-14 11:00,P009,1,29,0,Madinah,app
O105440,2024-08-14 10:00,P009,2,29,0,Jeddah,app
O105441,2024-08-14 15:00,P009,2,29,0,Riyadh,app
O105442,2024-08-14 10:00,P009,1,29,0,Tabuk,app
O105443,2024-08-14 09:00,P010,1,119,0,Jeddah,web
O105444,2024-08-14 19:00,P010,2,119,0,Dammam,app
O105445,2024-08-14 22:00,P011,2,99,0,Jeddah,app
O105446,2024-08-14 17:00,P011,3,99,0,Jeddah,app
O105447,2024-08-14 10:00,P011,1,99,0,Madinah,app
O105448,2024-08-14 10:00,P011,1,99,0,Riyadh,app
O105449,2024-08-14 19:00,P011,1,99,0,Jeddah,app
O105450,2024-08-14 13:00,P011,2,99,0,Madinah,app
O105451,2024-08-14 17:00,P011,2,99,0,Dammam,web
O105452,2024-08-14 23:00,P012,1,25,0,Tabuk,app
O105453,2024-08-14 23:00,P012,2,25,0,Makkah,app
O105454,2024-08-14 22:00,P012,2,25,0,Riyadh,app
O105455,2024-08-14 23:00,P012,1,25,0,Riyadh,app
O105456,2024-08-14 14:00,P012,2,25,0,Tabuk,web
O105457,2024-08-14 13:00,P012,1,25,0,Tabuk,web
O105458,2024-08-14 19:00,P012,2,25,0,Jeddah,app
O105459,2024-08-14 20:00,P012,1,25,0,Dammam,web
O105460,2024-08-14 21:00,P012,1,25,0,Tabuk,web
O105461,2024-08-14 12:00,P013,2,69,0,Makkah,app
O105462,2024-08-14 21:00,P013,1,69,0,Riyadh,web
O105463,2024-08-14 12:00,P013,1,69,0,Riyadh,web
O105464,2024-08-14 18:00,P013,1,69,10,Riyadh,app
O105465,2024-08-14 21:00,P013,2,69,0,Makkah,web
O105466,2024-08-14 15:00,P013,1,69,10,Riyadh,web
O105467,2024-08-14 12:00,P013,2,69,0,Jeddah,web
O105468,2024-08-14 23:00,P013,1,69,0,Riyadh,app
O105469,2024-08-14 21:00,P013,2,69,0,Madinah,app
O105470,2024-08-14 16:00,P014,1,19,0,Jeddah,web
O105471,2024-08-14 17:00,P014,1,19,0,Makkah,app
O105472,2024-08-14 15:00,P014,1,19,0,Khobar,app
O105473,2024-08-14 17:00,P015,1,129,0,Abha,app
O105474,2024-08-14 15:00,P016,3,99,0,Dammam,web
O105475,2024-08-14 13:00,P016,1,99,0,Riyadh,app
O105476,2024-08-14 15:00,P016,2,99,0,Dammam,app
O105477,2024-08-14 23:00,P017,2,59,0,Jeddah,web
O105478,2024-08-14 16:00,P017,1,59,0,Riyadh,app
O105479,2024-08-14 18:00,P017,1,59,0,Jeddah,web
O105480,2024-08-14 13:00,P017,2,59,0,Tabuk,web
O105481,2024-08-14 18:00,P017,1,59,0,Makkah,app
O105482,2024-08-14 21:00,P017,2,59,0,Khobar,web
O105483,2024-08-14 14:00,P018,2,79,0,Dammam,app
O105484,2024-08-14 18:00,P018,1,79,0,Madinah,app
O105485,2024-08-14 18:00,P018,2,79,0,Dammam,app
O105486,2024-08-14 10:00,P019,2,45,0,Dammam,app
O105487,2024-08-14 23:00,P019,2,45,0,Khobar,app
O105488,2024-08-14 21:00,P019,2,45,0,Riyadh,web
O105489,2024-08-14 17:00,P020,2,22,0,Riyadh,app
O105490,2024-08-14 15:00,P020,2,22,0,Jeddah,app
O105491,2024-08-14 19:00,P020,1,22,0,Jeddah,web
O105492,2024-08-14 16:00,P020,1,22,0,Riyadh,web
O105493,2024-08-14 16:00,P020,3,22,0,Jeddah,web
O105494,2024-08-14 23:00,P020,2,22,0,Riyadh,web
O105495,2024-08-14 22:00,P021,1,35,0,Jeddah,app
O105496,2024-08-14 11:00,P021,2,35,0,Dammam,web
O105497,2024-08-14 12:00,P021,2,35,0,Makkah,web
O105498,2024-08-14 15:00,P021,1,35,0,Riyadh,app
O105499,2024-08-14 16:00,P022,2,49,0,Makkah,web
O105500,2024-08-14 21:00,P022,2,49,0,Riyadh,web
O105501,2024-08-14 19:00,P022,1,49,0,Dammam,app
O105502,2024-08-14 19:00,P023,2,18,0,Riyadh,web
O105503,2024-08-14 17:00,P023,1,18,0,Abha,app
O105504,2024-08-14 23:00,P023,1,18,0,Makkah,app
O105505,2024-08-14 16:00,P023,2,18,0,Abha,web
O105506,2024-08-14 17:00,P023,1,18,0,Abha,web
O105507,2024-08-14 16:00,P023,1,18,0,Riyadh,web
O105508,2024-08-14 20:00,P023,1,18,0,Riyadh,app
O105509,2024-08-14 22:00,P023,3,18,0,Riyadh,web
O105510,2024-08-14 15:00,P024,1,85,0,Madinah,app
O105511,2024-08-14 16:00,P024,1,85,0,Makkah,app
O105512,2024-08-14 13:00,P024,1,85,0,Makkah,web
O105513,2024-08-15 12:00,P001,2,45,0,Jeddah,app
O105514,2024-08-15 20:00,P001,2,45,0,Jeddah,web
O105515,2024-08-15 14:00,P001,3,45,0,Khobar,app
O105516,2024-08-15 19:00,P002,2,15,0,Riyadh,web
O105517,2024-08-15 16:00,P002,2,15,0,Riyadh,app
O105518,2024-08-15 13:00,P002,2,15,0,Tabuk,app
O105519,2024-08-15 13:00,P002,1,15,0,Riyadh,app
O105520,2024-08-15 22:00,P002,2,15,0,Jeddah,app
O105521,2024-08-15 21:00,P002,1,15,0,Riyadh,app
O105522,2024-08-15 23:00,P002,1,15,0,Riyadh,app
O105523,2024-08-15 17:00,P002,1,15,0,Jeddah,app
O105524,2024-08-15 18:00,P002,1,15,0,Dammam,app
O105525,2024-08-15 16:00,P002,1,15,0,Riyadh,app
O105526,2024-08-15 14:00,P002,1,15,10,Jeddah,web
O105527,2024-08-15 17:00,P003,2,39,0,Riyadh,app
O105528,2024-08-15 16:00,P003,2,39,0,Riyadh,app
O105529,2024-08-15 18:00,P003,2,39,0,Khobar,web
O105530,2024-08-15 11:00,P003,1,39,0,Riyadh,app
O105531,2024-08-15 17:00,P003,1,39,0,Riyadh,app
O105532,2024-08-15 23:00,P003,1,39,0,Dammam,app
O105533,2024-08-15 18:00,P004,3,59,0,Tabuk,app
O105534,2024-08-15 15:00,P004,1,59,0,Jeddah,app
O105535,2024-08-15 14:00,P004,2,59,0,Riyadh,app
O105536,2024-08-15 12:00,P004,2,59,0,Jeddah,app
O105537,2024-08-15 16:00,P004,2,59,0,Dammam,web
O105538,2024-08-15 10:00,P004,3,59,0,Tabuk,web
O105539,2024-08-15 07:00,P004,1,59,0,Tabuk,app
O105540,2024-08-15 18:00,P005,1,189,0,Jeddah,web
O105541,2024-08-15 23:00,P005,2,189,0,Riyadh,app
O105542,2024-08-15 12:00,P006,1,149,0,Dammam,app
O105543,2024-08-15 07:00,P006,2,149,0,Madinah,app
O105544,2024-08-15 13:00,P007,1,79,0,Makkah,web
O105545,2024-08-15 18:00,P007,2,79,0,Riyadh,web
O105546,2024-08-15 21:00,P007,2,79,0,Jeddah,app
O105547,2024-08-15 12:00,P007,1,79,0,Khobar,web
O105548,2024-08-15 09:00,P007,2,79,0,Dammam,app
O105549,2024-08-15 16:00,P007,3,79,0,Makkah,app
O105550,2024-08-15 20:00,P007,1,79,0,Tabuk,app
O105551,2024-08-15 11:00,P007,1,79,0,Riyadh,web
O105552,2024-08-15 17:00,P007,1,79,0,Riyadh,app
O105553,2024-08-15 20:00,P008,2,89,0,Riyadh,app
O105554,2024-08-15 21:00,P008,2,89,0,Madinah,web
O105555,2024-08-15 23:00,P009,2,29,0,Riyadh,web
O105556,2024-08-15 23:00,P009,2,29,0,Tabuk,app
O105557,2024-08-15 22:00,P009,1,29,0,Makkah,app
O105558,2024-08-15 12:00,P009,1,29,0,Riyadh,app
O105559,2024-08-15 21:00,P009,1,29,0,Riyadh,app
O105560,2024-08-15 18:00,P009,2,29,0,Madinah,app
O105561,2024-08-15 11:00,P009,1,29,0,Riyadh,app
O105562,2024-08-15 14:00,P010,2,119,0,Jeddah,web
O105563,2024-08-15 09:00,P010,1,119,0,Jeddah,web
O105564,2024-08-15 15:00,P010,1,119,0,Tabuk,app
O105565,2024-08-15 16:00,P010,2,119,0,Riyadh,app
O105566,2024-08-15 13:00,P010,3,119,0,Riyadh,web
O105567,2024-08-15 12:00,P010,1,119,0,Khobar,app
O105568,2024-08-15 18:00,P011,1,99,0,Riyadh,web
O105569,2024-08-15 19:00,P011,1,99,0,Khobar,app
O105570,2024-08-15 12:00,P011,1,99,0,Riyadh,app
O105571,2024-08-15 14:00,P011,3,99,0,Khobar,app
O105572,2024-08-15 23:00,P011,1,99,0,Riyadh,app
O105573,2024-08-15 14:00,P011,2,99,0,Jeddah,web
O105574,2024-08-15 17:00,P011,3,99,0,Riyadh,web
O105575,2024-08-15 20:00,P012,2,25,10,Makkah,app
O105576,2024-08-15 17:00,P012,2,25,0,Jeddah,app
O105577,2024-08-15 15:00,P012,1,25,0,Khobar,app
O105578,2024-08-15 19:00,P012,2,25,0,Dammam,app
O105579,2024-08-15 18:00,P012,1,25,0,Abha,web
O105580,2024-08-15 14:00,P012,1,25,10,Madinah,app
O105581,2024-08-15 19:00,P012,1,25,0,Abha,app
O105582,2024-08-15 19:00,P012,1,25,0,Riyadh,web
O105583,2024-08-15 16:00,P012,1,25,0,Jeddah,web
O105584,2024-08-15 16:00,P012,1,25,0,Abha,web
O105585,2024-08-15 17:00,P012,2,25,0,Makkah,web
O105586,2024-08-15 12:00,P013,2,69,0,Riyadh,app
O105587,2024-08-15 10:00,P013,2,69,0,Riyadh,web
O105588,2024-08-15 14:00,P014,1,19,0,Riyadh,web
O105589,2024-08-15 19:00,P014,2,19,0,Riyadh,web
O105590,2024-08-15 13:00,P014,3,19,0,Riyadh,web
O105591,2024-08-15 11:00,P015,1,129,0,Riyadh,web
O105592,2024-08-15 15:00,P015,2,129,0,Khobar,web
O105593,2024-08-15 18:00,P015,2,129,0,Tabuk,app
O105594,2024-08-15 11:00,P015,1,129,0,Madinah,app
O105595,2024-08-15 16:00,P016,1,99,0,Riyadh,app
O105596,2024-08-15 06:00,P016,2,99,0,Jeddah,app
O105597,2024-08-15 19:00,P016,1,99,0,Jeddah,web
O105598,2024-08-15 13:00,P016,1,99,0,Jeddah,app
O105599,2024-08-15 21:00,P016,1,99,0,Makkah,app
O105600,2024-08-15 19:00,P016,1,99,0,Riyadh,app
O105601,2024-08-15 15:00,P017,1,59,0,Makkah,app
O105602,2024-08-15 14:00,P017,2,59,0,Jeddah,app
O105603,2024-08-15 10:00,P017,2,59,0,Riyadh,app
O105604,2024-08-15 10:00,P018,1,79,0,Riyadh,app
O105605,2024-08-15 18:00,P019,3,45,0,Riyadh,web
O105606,2024-08-15 13:00,P019,2,45,0,Khobar,web
O105607,2024-08-15 16:00,P019,1,45,0,Riyadh,web
O105608,2024-08-15 12:00,P019,1,45,0,Abha,app
O105609,2024-08-15 16:00,P019,2,45,0,Riyadh,app
O105610,2024-08-15 16:00,P019,1,45,0,Khobar,app
O105611,2024-08-15 18:00,P019,1,45,0,Jeddah,app
O105612,2024-08-15 02:00,P020,1,22,0,Madinah,app
O105613,2024-08-15 21:00,P020,1,22,0,Makkah,app
O105614,2024-08-15 14:00,P020,3,22,0,Jeddah,app
O105615,2024-08-15 18:00,P020,1,22,0,Tabuk,app
O105616,2024-08-15 17:00,P020,2,22,0,Makkah,app
O105617,2024-08-15 21:00,P021,2,35,0,Tabuk,app
O105618,2024-08-15 10:00,P021,1,35,0,Madinah,web
O105619,2024-08-15 17:00,P021,1,35,0,Madinah,app
O105620,2024-08-15 15:00,P021,2,35,0,Jeddah,app
O105621,2024-08-15 17:00,P021,1,35,0,Riyadh,web
O105622,2024-08-15 18:00,P021,2,35,0,Makkah,web
O105623,2024-08-15 20:00,P022,2,49,0,Riyadh,web
O105624,2024-08-15 16:00,P022,1,49,0,Riyadh,app
O105625,2024-08-15 14:00,P022,2,49,0,Riyadh,app
O105626,2024-08-15 15:00,P022,1,49,0,Jeddah,app
O105627,2024-08-15 20:00,P022,2,49,0,Riyadh,app
O105628,2024-08-15 18:00,P023,1,18,0,Riyadh,app
O105629,2024-08-15 14:00,P023,1,18,0,Riyadh,app
O105630,2024-08-15 14:00,P023,2,18,0,Abha,app
O105631,2024-08-15 18:00,P023,1,18,0,Riyadh,app
O105632,2024-08-15 15:00,P023,2,18,0,Madinah,app
O105633,2024-08-15 09:00,P023,2,18,0,Khobar,web
O105634,2024-08-15 10:00,P024,1,85,0,Dammam,app
O105635,2024-08-15 10:00,P024,1,85,0,Jeddah,web
O105636,2024-08-15 19:00,P024,1,85,0,Jeddah,app
O105637,2024-08-15 12:00,P024,1,85,0,Riyadh,app
O105638,2024-08-15 17:00,P024,2,85,0,Riyadh,app
O105639,2024-08-16 15:00,P001,1,45,0,Jeddah,app
O105640,2024-08-16 20:00,P001,1,45,0,Makkah,web
O105641,2024-08-16 17:00,P001,2,45,10,Jeddah,app
O105642,2024-08-16 23:00,P001,1,45,0,Madinah,app
O105643,2024-08-16 20:00,P001,2,45,0,Riyadh,app
O105644,2024-08-16 20:00,P001,2,45,0,Riyadh,web
O105645,2024-08-16 12:00,P002,1,15,0,Jeddah,app
O105646,2024-08-16 16:00,P002,2,15,0,Jeddah,app
O105647,2024-08-16 12:00,P002,2,15,0,Tabuk,app
O105648,2024-08-16 12:00,P002,1,15,0,Madinah,app
O105649,2024-08-16 23:00,P002,1,15,0,Jeddah,app
O105650,2024-08-16 15:00,P002,3,15,0,Makkah,app
O105651,2024-08-16 06:00,P002,1,15,0,Makkah,app
O105652,2024-08-16 11:00,P002,1,15,0,Makkah,app
O105653,2024-08-16 19:00,P002,1,15,0,Riyadh,web
O105654,2024-08-16 16:00,P002,1,15,0,Khobar,app
O105655,2024-08-16 14:00,P002,1,15,0,Riyadh,web
O105656,2024-08-16 11:00,P003,2,39,0,Riyadh,web
O105657,2024-08-16 17:00,P003,1,39,0,Madinah,app
O105658,2024-08-16 14:00,P003,1,39,0,Riyadh,app
O105659,2024-08-16 21:00,P003,1,39,0,Riyadh,app
O105660,2024-08-16 09:00,P003,3,39,0,Abha,web
O105661,2024-08-16 14:00,P003,1,39,0,Jeddah,web
O105662,2024-08-16 14:00,P003,1,39,0,Jeddah,web
O105663,2024-08-16 16:00,P003,2,39,0,Tabuk,app
O105664,2024-08-16 21:00,P003,2,39,0,Riyadh,app
O105665,2024-08-16 10:00,P003,2,39,0,Jeddah,app
O105666,2024-08-16 22:00,P003,2,39,0,Riyadh,app
O105667,2024-08-16 16:00,P003,2,39,0,Jeddah,web
O105668,2024-08-16 15:00,P004,1,59,0,Makkah,app
O105669,2024-08-16 17:00,P004,1,59,0,Riyadh,web
O105670,2024-08-16 15:00,P004,2,59,0,Dammam,app
O105671,2024-08-16 10:00,P004,1,59,0,Riyadh,app
O105672,2024-08-16 15:00,P004,1,59,0,Riyadh,app
O105673,2024-08-16 08:00,P004,3,59,0,Riyadh,app
O105674,2024-08-16 15:00,P004,1,59,0,Khobar,web
O105675,2024-08-16 23:00,P004,2,59,0,Jeddah,web
O105676,2024-08-16 20:00,P004,2,59,0,Madinah,web
O105677,2024-08-16 14:00,P004,2,59,0,Jeddah,app
O105678,2024-08-16 14:00,P006,2,149,0,Makkah,app
O105679,2024-08-16 12:00,P006,1,149,0,Riyadh,app
O105680,2024-08-16 14:00,P006,2,149,0,Jeddah,app
O105681,2024-08-16 16:00,P006,2,149,0,Jeddah,app
O105682,2024-08-16 23:00,P007,1,79,0,Abha,app
O105683,2024-08-16 15:00,P007,2,79,0,Riyadh,app
O105684,2024-08-16 20:00,P007,2,79,0,Jeddah,app
O105685,2024-08-16 21:00,P007,1,79,0,Madinah,app
O105686,2024-08-16 18:00,P007,2,79,0,Riyadh,web
O105687,2024-08-16 12:00,P007,1,79,0,Riyadh,app
O105688,2024-08-16 13:00,P007,2,79,0,Riyadh,web
O105689,2024-08-16 22:00,P008,2,89,0,Riyadh,web
O105690,2024-08-16 23:00,P008,2,89,0,Abha,app
O105691,2024-08-16 16:00,P008,1,89,0,Riyadh,web
O105692,2024-08-16 19:00,P009,1,29,0,Riyadh,app
O105693,2024-08-16 19:00,P009,1,29,0,Riyadh,web
O105694,2024-08-16 13:00,P009,2,29,0,Jeddah,web
O105695,2024-08-16 21:00,P009,1,29,0,Jeddah,app
O105696,2024-08-16 21:00,P009,2,29,0,Dammam,web
O105697,2024-08-16 13:00,P009,1,29,0,Riyadh,app
O105698,2024-08-16 16:00,P009,1,29,0,Dammam,app
O105699,2024-08-16 11:00,P009,1,29,0,Jeddah,web
O105700,2024-08-16 14:00,P009,1,29,0,Riyadh,app
O105701,2024-08-16 18:00,P010,1,119,0,Makkah,web
O105702,2024-08-16 13:00,P010,1,119,0,Jeddah,app
O105703,2024-08-16 16:00,P010,1,119,0,Riyadh,app
O105704,2024-08-16 13:00,P010,1,119,10,Jeddah,app
O105705,2024-08-16 22:00,P010,2,119,0,Jeddah,app
O105706,2024-08-16 14:00,P010,1,119,0,Riyadh,app
O105707,2024-08-16 15:00,P010,1,119,10,Tabuk,app
O105708,2024-08-16 07:00,P010,1,119,0,Madinah,web
O105709,2024-08-16 15:00,P010,2,119,0,Makkah,app
O105710,2024-08-16 14:00,P010,2,119,0,Jeddah,web
O105711,2024-08-16 17:00,P011,1,99,0,Dammam,app
O105712,2024-08-16 11:00,P011,1,99,0,Jeddah,app
O105713,2024-08-16 13:00,P011,1,99,0,Dammam,web
O105714,2024-08-16 14:00,P011,1,99,0,Riyadh,web
O105715,2024-08-16 22:00,P011,1,99,0,Tabuk,app
O105716,2024-08-16 13:00,P011,1,99,0,Riyadh,app
O105717,2024-08-16 18:00,P011,1,99,0,Khobar,app
O105718,2024-08-16 14:00,P012,2,25,0,Abha,app
O105719,2024-08-16 16:00,P012,1,25,0,Riyadh,app
O105720,2024-08-16 13:00,P012,1,25,0,Tabuk,app
O105721,2024-08-16 15:00,P012,1,25,0,Jeddah,app
O105722,2024-08-16 13:00,P012,1,25,0,Abha,web
O105723,2024-08-16 22:00,P012,1,25,0,Dammam,app
O105724,2024-08-16 13:00,P012,2,25,0,Makkah,app
O105725,2024-08-16 12:00,P012,1,25,0,Jeddah,web
O105726,2024-08-16 17:00,P012,1,25,0,Makkah,app
